"registrikood";"tegevusala_kood";"tegevusala_nimetus"
"75002426";"85201 ";"Lasteaed-algkoolide tegevus "
"75002353";"91011 ";"Raamatukogude tegevus "
"75002382";"93291 ";"Kultuurikeskused ja rahvamajad "
"75015864";"85313 ";"Gümnaasiumide tegevus "
"75015829";"93291 ";"Kultuurikeskused ja rahvamajad "
"75015870";"85102 ";"Lasteaedade tegevus "
"75015835";"85521 ";"Muusika- ja kunstikoolitus "
"75036145";"85529 ";"Muu huvikoolitus "
"75036151";"88101 ";"Vanurite ja puuetega inimeste sotsiaalhoolekanne ilma majutuseta "
"75027548";"91011 ";"Raamatukogude tegevus "
"75038842";"93111 ";"Spordirajatiste käitus "
"75015812";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75021511";"91011 ";"Raamatukogude tegevus "
"75023533";"85311 ";"Lasteaed-põhikoolide tegevus "
"75026922";"85312 ";"Põhikoolide tegevus "
"75026916";"85102 ";"Lasteaedade tegevus "
"75026945";"93291 ";"Kultuurikeskused ja rahvamajad "
"75026939";"91011 ";"Raamatukogude tegevus "
"75021480";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75032526";"91021 ";"Muuseumide tegevus "
"75008505";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75002809";"93291 ";"Kultuurikeskused ja rahvamajad "
"70004420";"85312 ";"Põhikoolide tegevus "
"75002790";"85521 ";"Muusika- ja kunstikoolitus "
"75004412";"85201 ";"Lasteaed-algkoolide tegevus "
"75004398";"91011 ";"Raamatukogude tegevus "
"75004435";"87909 ";"Muude mujal liigitamata hoolekandeasutuste tegevus "
"75012535";"85201 ";"Lasteaed-algkoolide tegevus "
"75012564";"91011 ";"Raamatukogude tegevus "
"75004820";"85312 ";"Põhikoolide tegevus "
"75008321";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75037038";"85102 ";"Lasteaedade tegevus "
"75014936";"85521 ";"Muusika- ja kunstikoolitus "
"75006256";"85102 ";"Lasteaedade tegevus "
"75024691";"91011 ";"Raamatukogude tegevus "
"75006233";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75024722";"85312 ";"Põhikoolide tegevus "
"75024745";"85102 ";"Lasteaedade tegevus "
"75004441";"85102 ";"Lasteaedade tegevus "
"75004429";"85312 ";"Põhikoolide tegevus "
"75004381";"91011 ";"Raamatukogude tegevus "
"75024834";"93291 ";"Kultuurikeskused ja rahvamajad "
"75031124";"56211 ";"Toitlustamine üritustel "
"75004346";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75004458";"84123 ";"Elamu- ja kommunaalmajanduse haldus "
"75003944";"91011 ";"Raamatukogude tegevus "
"75026572";"85201 ";"Lasteaed-algkoolide tegevus "
"75025615";"93291 ";"Kultuurikeskused ja rahvamajad "
"75003447";"85311 ";"Lasteaed-põhikoolide tegevus "
"75003418";"91011 ";"Raamatukogude tegevus "
"75003329";"84114 ";"Valla- ja linnavalitsuste tegevus "
"70004235";"84119 ";"Mujal liigitamata riigi haldustegevus "
"75037854";"91011 ";"Raamatukogude tegevus "
"75024780";"93291 ";"Kultuurikeskused ja rahvamajad "
"75036622";"93111 ";"Spordirajatiste käitus "
"75018816";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75014787";"85311 ";"Lasteaed-põhikoolide tegevus "
"75005877";"91011 ";"Raamatukogude tegevus "
"75005860";"93291 ";"Kultuurikeskused ja rahvamajad "
"75007066";"85529 ";"Muu huvikoolitus "
"75010476";"85313 ";"Gümnaasiumide tegevus "
"75010461";"93291 ";"Kultuurikeskused ja rahvamajad "
"75010447";"91011 ";"Raamatukogude tegevus "
"75010424";"85521 ";"Muusika- ja kunstikoolitus "
"75010418";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75003335";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75003387";"85313 ";"Gümnaasiumide tegevus "
"75003341";"91021 ";"Muuseumide tegevus "
"75003370";"85102 ";"Lasteaedade tegevus "
"75003358";"91011 ";"Raamatukogude tegevus "
"75008963";"93111 ";"Spordirajatiste käitus "
"75016384";"93291 ";"Kultuurikeskused ja rahvamajad "
"75039273";"85312 ";"Põhikoolide tegevus "
"75039281";"85102 ";"Lasteaedade tegevus "
"75004688";"93291 ";"Kultuurikeskused ja rahvamajad "
"75004725";"85312 ";"Põhikoolide tegevus "
"75004694";"91011 ";"Raamatukogude tegevus "
"75004671";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75036926";"85529 ";"Muu huvikoolitus "
"75010789";"85529 ";"Muu huvikoolitus "
"75010720";"85102 ";"Lasteaedade tegevus "
"75010737";"85312 ";"Põhikoolide tegevus "
"75010755";"91011 ";"Raamatukogude tegevus "
"75015099";"91011 ";"Raamatukogude tegevus "
"75038865";"85311 ";"Lasteaed-põhikoolide tegevus "
"75004180";"85521 ";"Muusika- ja kunstikoolitus "
"75004197";"91011 ";"Raamatukogude tegevus "
"75005966";"93291 ";"Kultuurikeskused ja rahvamajad "
"75005972";"93111 ";"Spordirajatiste käitus "
"75004174";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75038115";"85102 ";"Lasteaedade tegevus "
"75009697";"91011 ";"Raamatukogude tegevus "
"70003566";"88101 ";"Vanurite ja puuetega inimeste sotsiaalhoolekanne ilma majutuseta "
"75027270";"93291 ";"Kultuurikeskused ja rahvamajad "
"75018822";"85102 ";"Lasteaedade tegevus "
"75018779";"85312 ";"Põhikoolide tegevus "
"75021528";"91011 ";"Raamatukogude tegevus "
"75022522";"91011 ";"Raamatukogude tegevus "
"74000151";"69201 ";"Auditeerimine "
"75014304";"85313 ";"Gümnaasiumide tegevus "
"75015077";"85102 ";"Lasteaedade tegevus "
"75015172";"91021 ";"Muuseumide tegevus "
"75035306";"88101 ";"Vanurite ja puuetega inimeste sotsiaalhoolekanne ilma majutuseta "
"75015083";"91011 ";"Raamatukogude tegevus "
"75014296";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75006405";"85313 ";"Gümnaasiumide tegevus "
"75020629";"91021 ";"Muuseumide tegevus "
"75024001";"85313 ";"Gümnaasiumide tegevus "
"75023970";"91021 ";"Muuseumide tegevus "
"75024018";"85102 ";"Lasteaedade tegevus "
"75023964";"91011 ";"Raamatukogude tegevus "
"75023935";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75023993";"36001 ";"Veekogumine, -töötlus ja -varustus "
"75023680";"85313 ";"Gümnaasiumide tegevus "
"70002584";"91021 ";"Muuseumide tegevus "
"75012831";"85521 ";"Muusika- ja kunstikoolitus "
"75035312";"88101 ";"Vanurite ja puuetega inimeste sotsiaalhoolekanne ilma majutuseta "
"75037021";"88991 ";"Mujal liigitamata sotsiaalhoolekanne majutuseta "
"74000027";"69109 ";"Muud juriidilised toimingud "
"70004376";"91021 ";"Muuseumide tegevus "
"74002233";"64301 ";"Investeerimine võlakirjadesse, väärtpaberitesse jms finantsvahen "
"70004560";"91021 ";"Muuseumide tegevus "
"70005944";"72191 ";"Teadus- ja arendustegevus muude loodus- ja tehnikateaduste valla "
"74000091";"84301 ";"Kohustuslik sotsiaalkindlustus "
"70001159";"91011 ";"Raamatukogude tegevus "
"70004011";"72201 ";"Teadus- ja arendustegevus sotsiaal- ja humanitaarteaduste vallas "
"70003879";"91021 ";"Muuseumide tegevus "
"70003572";"84239 ";"Muud õiguskaitse ja kohtutega seotud tegevused, prokuratuuri teg "
"74001328";"84124 ";"Vaba aja tegevuse, kultuuri ja religiooni haldus "
"74000624";"85421 ";"Ülikoolide tegevus "
"70004548";"91021 ";"Muuseumide tegevus "
"70001030";"91011 ";"Raamatukogude tegevus "
"70005699";"85411 ";"Rakenduskõrgkoolide tegevus "
"70003129";"91021 ";"Muuseumide tegevus "
"74001086";"85421 ";"Ülikoolide tegevus "
"70009646";"85321 ";"Kutseõppeasutuste tegevus "
"70001001";"91021 ";"Muuseumide tegevus "
"74000547";"85421 ";"Ülikoolide tegevus "
"70005312";"84122 ";"Tervishoiu ja sotsiaalelu haldus "
"74000174";"64111 ";"Keskpanga tegevus "
"70005982";"91021 ";"Muuseumide tegevus "
"70002578";"91021 ";"Muuseumide tegevus "
"70005536";"91021 ";"Muuseumide tegevus "
"74000139";"91011 ";"Raamatukogude tegevus "
"74002322";"60201 ";"Teleringhääling "
"70004353";"91021 ";"Muuseumide tegevus "
"70006139";"91021 ";"Muuseumide tegevus "
"70000869";"72191 ";"Teadus- ja arendustegevus muude loodus- ja tehnikateaduste valla "
"70006932";"91021 ";"Muuseumide tegevus "
"74000168";"72191 ";"Teadus- ja arendustegevus muude loodus- ja tehnikateaduste valla "
"74000352";"58112 ";"Õpikute, sõnaraamatute jm teatmeteoste kirjastamine "
"74000381";"72201 ";"Teadus- ja arendustegevus sotsiaal- ja humanitaarteaduste vallas "
"70004382";"91021 ";"Muuseumide tegevus "
"74000085";"84301 ";"Kohustuslik sotsiaalkindlustus "
"75017283";"85313 ";"Gümnaasiumide tegevus "
"75021735";"85312 ";"Põhikoolide tegevus "
"75021787";"93291 ";"Kultuurikeskused ja rahvamajad "
"75021824";"85102 ";"Lasteaedade tegevus "
"75021876";"91011 ";"Raamatukogude tegevus "
"75021540";"91011 ";"Raamatukogude tegevus "
"75002152";"91011 ";"Raamatukogude tegevus "
"75008143";"85313 ";"Gümnaasiumide tegevus "
"75008120";"85529 ";"Muu huvikoolitus "
"75014847";"85102 ";"Lasteaedade tegevus "
"75014830";"85102 ";"Lasteaedade tegevus "
"75008114";"91011 ";"Raamatukogude tegevus "
"75008092";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75008189";"85521 ";"Muusika- ja kunstikoolitus "
"75009941";"85102 ";"Lasteaedade tegevus "
"75009958";"85312 ";"Põhikoolide tegevus "
"75009964";"91011 ";"Raamatukogude tegevus "
"75034465";"85529 ";"Muu huvikoolitus "
"75009935";"84114 ";"Valla- ja linnavalitsuste tegevus "
"70009043";"84119 ";"Mujal liigitamata riigi haldustegevus "
"75011820";"91011 ";"Raamatukogude tegevus "
"75000466";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75014379";"85102 ";"Lasteaedade tegevus "
"75023547";"85201 ";"Lasteaed-algkoolide tegevus "
"75008769";"85311 ";"Lasteaed-põhikoolide tegevus "
"75023024";"85312 ";"Põhikoolide tegevus "
"70003968";"85321 ";"Kutseõppeasutuste tegevus "
"75017596";"85313 ";"Gümnaasiumide tegevus "
"75014244";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75015730";"88991 ";"Mujal liigitamata sotsiaalhoolekanne majutuseta "
"75015746";"93291 ";"Kultuurikeskused ja rahvamajad "
"75018408";"85313 ";"Gümnaasiumide tegevus "
"75038813";"85312 ";"Põhikoolide tegevus "
"75022278";"91011 ";"Raamatukogude tegevus "
"75013078";"85312 ";"Põhikoolide tegevus "
"75013032";"91011 ";"Raamatukogude tegevus "
"75038434";"93291 ";"Kultuurikeskused ja rahvamajad "
"75013003";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75013084";"86231 ";"Hambaravi osutamine "
"75012860";"93291 ";"Kultuurikeskused ja rahvamajad "
"75012848";"85521 ";"Muusika- ja kunstikoolitus "
"70003796";"85321 ";"Kutseõppeasutuste tegevus "
"75012943";"85102 ";"Lasteaedade tegevus "
"75012914";"85102 ";"Lasteaedade tegevus "
"75012920";"85102 ";"Lasteaedade tegevus "
"75012937";"85102 ";"Lasteaedade tegevus "
"75012908";"85102 ";"Lasteaedade tegevus "
"75012952";"85202 ";"Algkoolide tegevus "
"75012802";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75012825";"85312 ";"Põhikoolide tegevus "
"75012877";"85529 ";"Muu huvikoolitus "
"75012966";"85312 ";"Põhikoolide tegevus "
"75012883";"87909 ";"Muude mujal liigitamata hoolekandeasutuste tegevus "
"75012972";"85313 ";"Gümnaasiumide tegevus "
"70005660";"85312 ";"Põhikoolide tegevus "
"75008255";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75028128";"91021 ";"Muuseumide tegevus "
"75030036";"93291 ";"Kultuurikeskused ja rahvamajad "
"75035170";"91011 ";"Raamatukogude tegevus "
"75027755";"85312 ";"Põhikoolide tegevus "
"75011398";"87901 ";"Asenduskoduteenust osutavate hoolekandeasutuste tegevus "
"75022966";"93291 ";"Kultuurikeskused ja rahvamajad "
"75001767";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75013167";"85313 ";"Gümnaasiumide tegevus "
"75013150";"85102 ";"Lasteaedade tegevus "
"75024142";"93291 ";"Kultuurikeskused ja rahvamajad "
"75021238";"91011 ";"Raamatukogude tegevus "
"75013144";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75010080";"85102 ";"Lasteaedade tegevus "
"75010097";"85312 ";"Põhikoolide tegevus "
"75015953";"91011 ";"Raamatukogude tegevus "
"75015901";"93291 ";"Kultuurikeskused ja rahvamajad "
"75010074";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75027040";"91011 ";"Raamatukogude tegevus "
"75014020";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75034330";"85311 ";"Lasteaed-põhikoolide tegevus "
"75006049";"93291 ";"Kultuurikeskused ja rahvamajad "
"75006032";"91011 ";"Raamatukogude tegevus "
"70000740";"84111 ";"Täitev- ja seadusandlike organite tegevus "
"75036027";"85601 ";"Haridust abistavad tegevused "
"74001728";"84231 ";"Kohtute tegevus ja haldus "
"75014540";"91011 ";"Raamatukogude tegevus "
"70002452";"84111 ";"Täitev- ja seadusandlike organite tegevus "
"75020173";"91011 ";"Raamatukogude tegevus "
"70002466";"91021 ";"Muuseumide tegevus "
"70000255";"71209 ";"Muu teimimine ja analüüs "
"75014190";"85102 ";"Lasteaedade tegevus "
"75028329";"91011 ";"Raamatukogude tegevus "
"75014132";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75037239";"84119 ";"Mujal liigitamata riigi haldustegevus "
"75014161";"85312 ";"Põhikoolide tegevus "
"75014764";"85311 ";"Lasteaed-põhikoolide tegevus "
"75005601";"85312 ";"Põhikoolide tegevus "
"75027442";"91011 ";"Raamatukogude tegevus "
"70005619";"85321 ";"Kutseõppeasutuste tegevus "
"75005937";"91021 ";"Muuseumide tegevus "
"75027123";"93291 ";"Kultuurikeskused ja rahvamajad "
"75019862";"88991 ";"Mujal liigitamata sotsiaalhoolekanne majutuseta "
"75020871";"91011 ";"Raamatukogude tegevus "
"75019891";"91011 ";"Raamatukogude tegevus "
"75007646";"91011 ";"Raamatukogude tegevus "
"75007623";"93291 ";"Kultuurikeskused ja rahvamajad "
"75004837";"91021 ";"Muuseumide tegevus "
"75004808";"91011 ";"Raamatukogude tegevus "
"75004777";"84114 ";"Valla- ja linnavalitsuste tegevus "
"70001834";"84111 ";"Täitev- ja seadusandlike organite tegevus "
"75009792";"93291 ";"Kultuurikeskused ja rahvamajad "
"75009390";"85102 ";"Lasteaedade tegevus "
"75009384";"91011 ";"Raamatukogude tegevus "
"75028269";"87901 ";"Asenduskoduteenust osutavate hoolekandeasutuste tegevus "
"75038612";"84114 ";"Valla- ja linnavalitsuste tegevus "
"70002549";"85321 ";"Kutseõppeasutuste tegevus "
"70009758";"85313 ";"Gümnaasiumide tegevus "
"75039451";"84139 ";"Muud majandustegevust toetavad tegevused "
"75035039";"85601 ";"Haridust abistavad tegevused "
"70000243";"71209 ";"Muu teimimine ja analüüs "
"75009361";"85311 ";"Lasteaed-põhikoolide tegevus "
"75009355";"91011 ";"Raamatukogude tegevus "
"75015232";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75038285";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75010281";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75006807";"85313 ";"Gümnaasiumide tegevus "
"75001193";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75001224";"91011 ";"Raamatukogude tegevus "
"75001247";"85312 ";"Põhikoolide tegevus "
"75001230";"93291 ";"Kultuurikeskused ja rahvamajad "
"75001218";"85102 ";"Lasteaedade tegevus "
"75001187";"84114 ";"Valla- ja linnavalitsuste tegevus "
"70007446";"84251 ";"Tuletõrje- ja päästeteenistused, vetelpääste, häirekeskused "
"75036228";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75030639";"93291 ";"Kultuurikeskused ja rahvamajad "
"75000851";"85313 ";"Gümnaasiumide tegevus "
"75000806";"85102 ";"Lasteaedade tegevus "
"75035157";"91021 ";"Muuseumide tegevus "
"75000822";"85521 ";"Muusika- ja kunstikoolitus "
"75000868";"91011 ";"Raamatukogude tegevus "
"75018704";"88991 ";"Mujal liigitamata sotsiaalhoolekanne majutuseta "
"75000785";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75012417";"91011 ";"Raamatukogude tegevus "
"70001449";"84111 ";"Täitev- ja seadusandlike organite tegevus "
"70007742";"85321 ";"Kutseõppeasutuste tegevus "
"70000119";"71209 ";"Muu teimimine ja analüüs "
"75013670";"85313 ";"Gümnaasiumide tegevus "
"75013687";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75013693";"85521 ";"Muusika- ja kunstikoolitus "
"75013701";"85102 ";"Lasteaedade tegevus "
"75013718";"91011 ";"Raamatukogude tegevus "
"75013724";"93291 ";"Kultuurikeskused ja rahvamajad "
"75038919";"93111 ";"Spordirajatiste käitus "
"75013641";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75024923";"85312 ";"Põhikoolide tegevus "
"75004843";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75015427";"85521 ";"Muusika- ja kunstikoolitus "
"75015410";"85312 ";"Põhikoolide tegevus "
"75015447";"91011 ";"Raamatukogude tegevus "
"75015433";"85102 ";"Lasteaedade tegevus "
"75028625";"88991 ";"Mujal liigitamata sotsiaalhoolekanne majutuseta "
"75004872";"85312 ";"Põhikoolide tegevus "
"75004903";"91011 ";"Raamatukogude tegevus "
"75004895";"93291 ";"Kultuurikeskused ja rahvamajad "
"75035223";"85529 ";"Muu huvikoolitus "
"75004866";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75004889";"85102 ";"Lasteaedade tegevus "
"75021882";"91011 ";"Raamatukogude tegevus "
"75019264";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75002117";"85312 ";"Põhikoolide tegevus "
"75031946";"93291 ";"Kultuurikeskused ja rahvamajad "
"75017604";"85313 ";"Gümnaasiumide tegevus "
"75001201";"88991 ";"Mujal liigitamata sotsiaalhoolekanne majutuseta "
"75006243";"85313 ";"Gümnaasiumide tegevus "
"70000898";"84111 ";"Täitev- ja seadusandlike organite tegevus "
"75010996";"85312 ";"Põhikoolide tegevus "
"75023881";"85312 ";"Põhikoolide tegevus "
"75023846";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75023869";"85102 ";"Lasteaedade tegevus "
"75038026";"87901 ";"Asenduskoduteenust osutavate hoolekandeasutuste tegevus "
"75023875";"91011 ";"Raamatukogude tegevus "
"75023912";"93291 ";"Kultuurikeskused ja rahvamajad "
"75023786";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75016295";"85311 ";"Lasteaed-põhikoolide tegevus "
"75009674";"85102 ";"Lasteaedade tegevus "
"75023906";"85102 ";"Lasteaedade tegevus "
"75023852";"91011 ";"Raamatukogude tegevus "
"70001188";"84111 ";"Täitev- ja seadusandlike organite tegevus "
"75008315";"85313 ";"Gümnaasiumide tegevus "
"75008290";"93291 ";"Kultuurikeskused ja rahvamajad "
"75008284";"91011 ";"Raamatukogude tegevus "
"75035542";"85529 ";"Muu huvikoolitus "
"75008261";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75008278";"85102 ";"Lasteaedade tegevus "
"75022672";"91011 ";"Raamatukogude tegevus "
"75035648";"85529 ";"Muu huvikoolitus "
"75021008";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75022663";"91021 ";"Muuseumide tegevus "
"75022640";"85312 ";"Põhikoolide tegevus "
"75022634";"93291 ";"Kultuurikeskused ja rahvamajad "
"75022657";"85102 ";"Lasteaedade tegevus "
"75020998";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75002531";"91011 ";"Raamatukogude tegevus "
"70008546";"85321 ";"Kutseõppeasutuste tegevus "
"70000214";"71209 ";"Muu teimimine ja analüüs "
"75039310";"85312 ";"Põhikoolide tegevus "
"75016421";"91011 ";"Raamatukogude tegevus "
"75036754";"85521 ";"Muusika- ja kunstikoolitus "
"75026069";"93291 ";"Kultuurikeskused ja rahvamajad "
"75025973";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75026023";"91011 ";"Raamatukogude tegevus "
"75015605";"91011 ";"Raamatukogude tegevus "
"75003708";"85102 ";"Lasteaedade tegevus "
"75003298";"93291 ";"Kultuurikeskused ja rahvamajad "
"75003306";"85521 ";"Muusika- ja kunstikoolitus "
"75003252";"85102 ";"Lasteaedade tegevus "
"75004151";"85102 ";"Lasteaedade tegevus "
"75015396";"91011 ";"Raamatukogude tegevus "
"75003246";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75034548";"84119 ";"Mujal liigitamata riigi haldustegevus "
"75003051";"91011 ";"Raamatukogude tegevus "
"70004117";"84111 ";"Täitev- ja seadusandlike organite tegevus "
"75010269";"85521 ";"Muusika- ja kunstikoolitus "
"75038173";"85312 ";"Põhikoolide tegevus "
"75038902";"93111 ";"Spordirajatiste käitus "
"75003269";"85313 ";"Gümnaasiumide tegevus "
"75003594";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75038150";"85313 ";"Gümnaasiumide tegevus "
"70000237";"71209 ";"Muu teimimine ja analüüs "
"75038641";"85313 ";"Gümnaasiumide tegevus "
"75002620";"91011 ";"Raamatukogude tegevus "
"75032727";"93291 ";"Kultuurikeskused ja rahvamajad "
"75002590";"85521 ";"Muusika- ja kunstikoolitus "
"75038242";"85102 ";"Lasteaedade tegevus "
"75002666";"85521 ";"Muusika- ja kunstikoolitus "
"75002608";"85312 ";"Põhikoolide tegevus "
"75028424";"87909 ";"Muude mujal liigitamata hoolekandeasutuste tegevus "
"75002637";"85511 ";"Spordikoolid "
"75033483";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75035200";"84119 ";"Mujal liigitamata riigi haldustegevus "
"75002583";"85312 ";"Põhikoolide tegevus "
"75014310";"85312 ";"Põhikoolide tegevus "
"75015108";"91011 ";"Raamatukogude tegevus "
"75015189";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75026218";"85313 ";"Gümnaasiumide tegevus "
"75026170";"91011 ";"Raamatukogude tegevus "
"75001738";"91011 ";"Raamatukogude tegevus "
"75022344";"85201 ";"Lasteaed-algkoolide tegevus "
"75022315";"91011 ";"Raamatukogude tegevus "
"75003200";"91011 ";"Raamatukogude tegevus "
"75015918";"93291 ";"Kultuurikeskused ja rahvamajad "
"75021534";"91011 ";"Raamatukogude tegevus "
"75023102";"85311 ";"Lasteaed-põhikoolide tegevus "
"75023119";"91011 ";"Raamatukogude tegevus "
"75033945";"93111 ";"Spordirajatiste käitus "
"75000816";"85102 ";"Lasteaedade tegevus "
"75000897";"91011 ";"Raamatukogude tegevus "
"75035625";"93291 ";"Kultuurikeskused ja rahvamajad "
"75008864";"91011 ";"Raamatukogude tegevus "
"75034131";"93291 ";"Kultuurikeskused ja rahvamajad "
"75033129";"93291 ";"Kultuurikeskused ja rahvamajad "
"75038552";"85529 ";"Muu huvikoolitus "
"75007830";"85313 ";"Gümnaasiumide tegevus "
"75007847";"85521 ";"Muusika- ja kunstikoolitus "
"75007853";"85102 ";"Lasteaedade tegevus "
"75007882";"93291 ";"Kultuurikeskused ja rahvamajad "
"75007936";"84251 ";"Tuletõrje- ja päästeteenistused, vetelpääste, häirekeskused "
"75007899";"91011 ";"Raamatukogude tegevus "
"75007824";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75018242";"85102 ";"Lasteaedade tegevus "
"75008953";"93299 ";"Muud mujal liigitamata lõbustus- ja vaba aja tegevused "
"75017610";"85313 ";"Gümnaasiumide tegevus "
"75015976";"93111 ";"Spordirajatiste käitus "
"70001828";"85312 ";"Põhikoolide tegevus "
"75020807";"85311 ";"Lasteaed-põhikoolide tegevus "
"75001371";"91011 ";"Raamatukogude tegevus "
"75001365";"93291 ";"Kultuurikeskused ja rahvamajad "
"74000725";"84221 ";"Riigikaitse "
"70004502";"84111 ";"Täitev- ja seadusandlike organite tegevus "
"70000591";"84241 ";"Politsei tegevus ja selle juhtimine "
"70007647";"84221 ";"Riigikaitse "
"70008641";"84221 ";"Riigikaitse "
"75025377";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75025414";"85102 ";"Lasteaedade tegevus "
"75025396";"85521 ";"Muusika- ja kunstikoolitus "
"75029116";"85529 ";"Muu huvikoolitus "
"75025420";"85312 ";"Põhikoolide tegevus "
"75025443";"91011 ";"Raamatukogude tegevus "
"75025354";"93291 ";"Kultuurikeskused ja rahvamajad "
"75025331";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75035370";"85312 ";"Põhikoolide tegevus "
"75017432";"85102 ";"Lasteaedade tegevus "
"75017296";"85312 ";"Põhikoolide tegevus "
"75027904";"91021 ";"Muuseumide tegevus "
"75006500";"85313 ";"Gümnaasiumide tegevus "
"75006492";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75006537";"91011 ";"Raamatukogude tegevus "
"75006517";"85102 ";"Lasteaedade tegevus "
"75011913";"85313 ";"Gümnaasiumide tegevus "
"70002058";"85312 ";"Põhikoolide tegevus "
"75025006";"85312 ";"Põhikoolide tegevus "
"75015858";"85102 ";"Lasteaedade tegevus "
"75027531";"91011 ";"Raamatukogude tegevus "
"75009556";"85102 ";"Lasteaedade tegevus "
"75009562";"85312 ";"Põhikoolide tegevus "
"75009591";"91011 ";"Raamatukogude tegevus "
"75009616";"93111 ";"Spordirajatiste käitus "
"75009544";"84114 ";"Valla- ja linnavalitsuste tegevus "
"70006197";"85312 ";"Põhikoolide tegevus "
"75011777";"85313 ";"Gümnaasiumide tegevus "
"75011794";"85102 ";"Lasteaedade tegevus "
"75011808";"91011 ";"Raamatukogude tegevus "
"75011837";"93291 ";"Kultuurikeskused ja rahvamajad "
"75011754";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75034620";"85529 ";"Muu huvikoolitus "
"75013227";"91011 ";"Raamatukogude tegevus "
"75013196";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75030243";"91011 ";"Raamatukogude tegevus "
"75008568";"91011 ";"Raamatukogude tegevus "
"75008309";"91011 ";"Raamatukogude tegevus "
"75019709";"93299 ";"Muud mujal liigitamata lõbustus- ja vaba aja tegevused "
"75017314";"85312 ";"Põhikoolide tegevus "
"75023237";"93291 ";"Kultuurikeskused ja rahvamajad "
"75006411";"93291 ";"Kultuurikeskused ja rahvamajad "
"75035246";"68329 ";"Muu kinnisvarahaldus või haldusega seotud tegevused "
"75006397";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75006440";"85102 ";"Lasteaedade tegevus "
"75006434";"85521 ";"Muusika- ja kunstikoolitus "
"75035252";"85529 ";"Muu huvikoolitus "
"75006428";"91011 ";"Raamatukogude tegevus "
"75023253";"85511 ";"Spordikoolid "
"75004961";"85521 ";"Muusika- ja kunstikoolitus "
"75001690";"87301 ";"Vanurite ja puuetega inimeste hoolekandeasutuste tegevus "
"75026313";"91011 ";"Raamatukogude tegevus "
"75001678";"84114 ";"Valla- ja linnavalitsuste tegevus "
"75022717";"91011 ";"Raamatukogude tegevus "
"75028849";"93291 ";"Kultuurikeskused ja rahvamajad "
